generation,i,fitness,hash,mom_hash,dad_hash,values
13,114,[-7.904018194459748, -2.285055433012969],-2995684560101152722,-2995684560101152722,2090231725600607214,-0.9659797437040449  -0.6708366325959023
13,115,[-7.296107373959504, -1.8662863309524986],-7744031610613689474,-5405700579914318550,-7744031610613689474,0.6227763829546404  -1.4479713436185007
13,116,[-8.06263524766895, -1.7387041013876945],2090231725600607214,-2995684560101152722,2090231725600607214,-0.9659797437040449  -0.47562163772008326
13,117,[-6.7432148655915425, -6.882337870956418],-4881540592044526744,1740336535001543134,-7744031610613689474,-1.3361251932517204  -1.4479713436185007
13,118,[-8.133180474209198, 0.555561426677927],9004388348514666490,6799784034806819696,-7075866851521524541,0.6227763829546404  -0.824366390321897
13,119,[-8.049628174146521, -0.5105803211930948],-8148429096606288025,6799784034806819696,-4669652829906032526,0.5235959050486949  -0.9500682106946581
13,120,[-7.967625343008925, -0.05458923638470381],6799784034806819696,-5405700579914318550,-4343238004076961939,0.6227763829546404  -0.9500682106946581
13,121,[-6.174122868407817, -6.617583291209306],-7372316956273438174,2870878641922419228,-307766091517073252,-1.6396942489025026  -1.7677002505657082
13,122,[-6.146772590016928, -5.8145655288423805],2644424367808716295,-7744031610613689474,-4782085195870397315,-1.9555760107939957  -1.4479713436185007
13,123,[-3.79325561325319, -4.893002830256657],4502819727289701005,-1907169637617874655,2278510604739668225,-1.3361251932517204  4.658997866466692
13,124,[-8.049628174146521, -0.5105803211930948],-8148429096606288025,6799784034806819696,-4669652829906032526,0.5235959050486949  -0.9500682106946581
13,125,[-7.967625343008925, -0.05458923638470381],6799784034806819696,-5405700579914318550,-4343238004076961939,0.6227763829546404  -0.9500682106946581
13,126,[-7.349547557811384, -2.3222774157608894],7155214116757449212,-8148429096606288025,-7744031610613689474,0.5235959050486949  -1.4479713436185007
13,127,[-7.060121409506986, -5.353722407174002],-5377542736940328889,-5377542736940328889,8784865861934192743,-0.9659797437040449  -1.4479713436185007
13,128,[-6.683898568116988, -4.948895414435061],8784865861934192743,-5377542736940328889,8784865861934192743,-0.9659797437040449  -1.7677002505657082
13,129,[-7.967625343008925, -0.05458923638470381],6799784034806819696,-5405700579914318550,-4343238004076961939,0.6227763829546404  -0.9500682106946581
13,130,[-7.967625343008925, -0.05458923638470381],6799784034806819696,-5405700579914318550,-4343238004076961939,0.6227763829546404  -0.9500682106946581
13,131,[-7.2226891676047265, -5.076096043403327],1794713989328213034,-2995684560101152722,-314082138154234395,-0.9659797437040449  -1.3089403150137455
13,132,[-7.016483257054703, -3.953743309787214],-5104480687583600151,-2995684560101152722,-314082138154234395,-1.6396942489025026  -0.6708366325959023
13,133,[-7.684322490629941, -3.27499188199131],-8787278125110522893,8804217404126901884,2232029613418184360,-0.9120840547830369  -0.9500682106946581
13,134,[-7.626321732792672, -3.5420253126062073],-2234441876594514510,6799784034806819696,-7075866851521524541,-0.9659797437040449  -0.9500682106946581
13,135,[-7.1135268032550645, -1.8760816606675126],-8168183772202476421,6799784034806819696,-4669652829906032526,0.6227763829546404  -1.5849719664365436
13,136,[-7.10734398990287, -3.4073919781619395],-18564401881840215,-276257148072753371,-4343238004076961939,-1.6396942489025026  -0.47562163772008326
13,137,[-7.265921940985786, -2.3606411342734894],-4112957184046399338,2870878641922419228,-307766091517073252,0.5235959050486949  -1.508673281585018
13,138,[-7.1135268032550645, -1.8760816606675126],-8168183772202476421,6799784034806819696,-4669652829906032526,0.6227763829546404  -1.5849719664365436
13,139,[-7.1135268032550645, -1.8760816606675126],-8168183772202476421,6799784034806819696,-4669652829906032526,0.6227763829546404  -1.5849719664365436
13,140,[-6.9354338464208585, -2.1188503334273423],5775138451930425649,8804217404126901884,2232029613418184360,0.47229761207240184  -1.7677002505657082
13,141,[-8.133180474209198, 0.555561426677927],9004388348514666490,6799784034806819696,-7075866851521524541,0.6227763829546404  -0.824366390321897
13,142,[-7.967625343008925, -0.05458923638470381],6799784034806819696,-5405700579914318550,-4343238004076961939,0.6227763829546404  -0.9500682106946581
13,143,[-6.8453832176979414, -5.210713189380452],-4343238004076961939,-7372316956273438174,-8787278125110522893,-1.6396942489025026  -0.9500682106946581
13,144,[-3.7238648432777404, -5.033075243248487],1898021454911451431,-5405700579914318550,-4343238004076961939,-1.6396942489025026  4.658997866466692
13,145,[-6.717781187090308, -4.6818619838201645],2232029613418184360,-7372316956273438174,-8787278125110522893,-0.9120840547830369  -1.7677002505657082
13,146,[-7.530294470359186, -3.26731956517011],-8814480914578285432,-3823755494411166301,2278510604739668225,-1.3361251932517204  -0.47562163772008326
13,147,[-6.916169400815997, -1.917450423021949],2870878641922419228,-3823755494411166301,2278510604739668225,0.5235959050486949  -1.7677002505657082
13,148,[-7.296107373959504, -1.8662863309524986],-7744031610613689474,-5405700579914318550,-7744031610613689474,0.6227763829546404  -1.4479713436185007
13,149,[-3.9059366646197247, 0.12304870974726101],-5405700579914318550,-5405700579914318550,-7744031610613689474,0.6227763829546404  4.658997866466692
14,0,[-7.757042129495661, -2.9318746495435763],-7075866851521524541,-7075866851521524541,1244334390105740989,-0.9659797437040449  -0.824366390321897
14,1,[-8.434987311889984, 0.7463895584001435],-8909671780112926237,-2995684560101152722,-8148429096606288025,0.5235959050486949  -0.6708366325959023
14,2,[-7.684322490629941, -3.27499188199131],-8787278125110522893,-8787278125110522893,6799784034806819696,-0.9120840547830369  -0.9500682106946581
14,3,[-7.904018194459748, -2.285055433012969],-2995684560101152722,1794713989328213034,-2995684560101152722,-0.9659797437040449  -0.6708366325959023
14,4,[-7.483319484381534, -1.5886599671818231],-571774884345147551,6418376988260832158,-571774884345147551,0.6227763829546404  -1.3089403150137455
14,5,[-7.349547557811384, -2.3222774157608894],7155214116757449212,-5377542736940328889,-8148429096606288025,0.5235959050486949  -1.4479713436185007
14,6,[-7.161657785941053, -2.3320727454759034],-4669652829906032526,1244334390105740989,-8148429096606288025,0.5235959050486949  -1.5849719664365436
14,7,[-8.74540345462002, 1.0913409796200244],-5317853067387528008,-4462604522915401169,8232496002141673962,0.47229761207240184  -0.47562163772008326
14,8,[-8.08804930298945, -0.7119802315984882],8804217404126901884,-8787278125110522893,8042974720620263672,0.47229761207240184  -0.9500682106946581
14,9,[-7.9736420597302295, -2.0180220023980717],-2502491519982304280,-8787278125110522893,8042974720620263672,-0.9120840547830369  -0.6708366325959023
14,10,[-7.967625343008925, -0.05458923638470381],6799784034806819696,-4343238004076961939,6799784034806819696,0.6227763829546404  -0.9500682106946581
14,11,[-6.419979571583022, -6.477510878217476],2278510604739668225,6418376988260832158,-4881540592044526744,-1.3361251932517204  -1.7677002505657082
14,12,[-7.060121409506986, -5.353722407174002],-5377542736940328889,2090231725600607214,7155214116757449212,-0.9659797437040449  -1.4479713436185007
14,13,[-6.8453832176979414, -5.210713189380452],-4343238004076961939,-4343238004076961939,6799784034806819696,-1.6396942489025026  -0.9500682106946581
14,14,[-8.680781997238977, 1.2927408900254176],-3823755494411166301,2090231725600607214,7155214116757449212,0.5235959050486949  -0.47562163772008326
14,15,[-7.626321732792672, -3.5420253126062073],-2234441876594514510,-5377542736940328889,-8148429096606288025,-0.9659797437040449  -0.9500682106946581
14,16,[-7.4154813415233045, -3.8136708967953843],4546346873429506248,-4881540592044526744,-5362173433774513307,-1.3361251932517204  -0.6708366325959023
14,17,[-7.626321732792672, -3.5420253126062073],-2234441876594514510,-5377542736940328889,-8148429096606288025,-0.9659797437040449  -0.9500682106946581
14,18,[-7.530294470359186, -3.26731956517011],-8814480914578285432,2090231725600607214,-1738439731698712365,-1.3361251932517204  -0.47562163772008326
14,19,[-7.296107373959504, -1.8662863309524986],-7744031610613689474,6418376988260832158,-4881540592044526744,0.6227763829546404  -1.4479713436185007
14,20,[-7.254010453894395, -4.952367254901077],4491401199554001455,-4343238004076961939,-7670556269027331548,-1.2937877434927492  -0.9500682106946581
14,21,[-7.161657785941053, -2.3320727454759034],-4669652829906032526,1244334390105740989,-8148429096606288025,0.5235959050486949  -1.5849719664365436
14,22,[-7.1135268032550645, -1.8760816606675126],-8168183772202476421,6799784034806819696,-8168183772202476421,0.6227763829546404  -1.5849719664365436
14,23,[-7.016483257054703, -3.953743309787214],-5104480687583600151,-4343238004076961939,-7670556269027331548,-1.6396942489025026  -0.6708366325959023
14,24,[-7.10734398990287, -3.4073919781619395],-18564401881840215,2090231725600607214,1898021454911451431,-1.6396942489025026  -0.47562163772008326
14,25,[-6.873996588233172, -1.461459338213558],6418376988260832158,6418376988260832158,-571774884345147551,0.6227763829546404  -1.7677002505657082
14,26,[-6.795727403053081, 4.858314407886258],-2312970238460893990,-4462604522915401169,8232496002141673962,-0.9120840547830369  1.7025337354948666
14,27,[-3.861161270205363, -3.3643873664742423],4006817582393898860,-5405700579914318550,-2995684560101152722,-0.9659797437040449  4.658997866466692
14,28,[-8.327092646587934, 1.2023806432085347],-5362173433774513307,-5405700579914318550,-5362173433774513307,0.6227763829546404  -0.6708366325959023
14,29,[-6.8453832176979414, -5.210713189380452],-4343238004076961939,-4343238004076961939,6799784034806819696,-1.6396942489025026  -0.9500682106946581
14,30,[-3.861161270205363, -3.3643873664742423],4006817582393898860,-5405700579914318550,-2995684560101152722,-0.9659797437040449  4.658997866466692
14,31,[-8.327092646587934, 1.2023806432085347],-5362173433774513307,-5405700579914318550,-5362173433774513307,0.6227763829546404  -0.6708366325959023
14,32,[-6.717781187090308, -4.6818619838201645],2232029613418184360,-8787278125110522893,8784865861934192743,-0.9120840547830369  -1.7677002505657082
14,33,[-8.049628174146521, -0.5105803211930948],-8148429096606288025,2870878641922419228,-4343238004076961939,0.5235959050486949  -0.9500682106946581
14,34,[-7.820126957734167, -2.664841218928679],4818040973672018692,4818040973672018692,6516365088253214344,-0.9120840547830369  -0.824366390321897
14,35,[-7.101647563786169, -5.086688976559104],6516365088253214344,7155214116757449212,-4462604522915401169,-0.9120840547830369  -1.4479713436185007
14,36,[-7.757042129495661, -2.9318746495435763],-7075866851521524541,-7075866851521524541,1244334390105740989,-0.9659797437040449  -0.824366390321897
14,37,[-6.89886729826145, -5.3635177368890155],1244334390105740989,-8168183772202476421,-2995684560101152722,-0.9659797437040449  -1.5849719664365436
14,38,[-6.174122868407817, -6.617583291209306],-7372316956273438174,2870878641922419228,-4343238004076961939,-1.6396942489025026  -1.7677002505657082
14,39,[-7.684322490629941, -3.27499188199131],-8787278125110522893,-8787278125110522893,6799784034806819696,-0.9120840547830369  -0.9500682106946581
14,40,[-8.133180474209198, 0.555561426677927],9004388348514666490,6799784034806819696,9004388348514666490,0.6227763829546404  -0.824366390321897
14,41,[-6.456466967253242, -7.022410283948247],-7486338864422776318,-307766091517073252,2644424367808716295,-1.6396942489025026  -1.4479713436185007
14,42,[-7.483319484381534, -1.5886599671818231],-571774884345147551,6418376988260832158,-571774884345147551,0.6227763829546404  -1.3089403150137455
14,43,[-7.101647563786169, -5.086688976559104],6516365088253214344,7155214116757449212,-4462604522915401169,-0.9120840547830369  -1.4479713436185007
14,44,[-6.9354338464208585, -2.1188503334273423],5775138451930425649,-7372316956273438174,5661116543781087505,0.47229761207240184  -1.7677002505657082
14,45,[-8.680781997238977, 1.2927408900254176],-3823755494411166301,2090231725600607214,7155214116757449212,0.5235959050486949  -0.47562163772008326
14,46,[-8.434987311889984, 0.7463895584001435],-8909671780112926237,-2995684560101152722,-8148429096606288025,0.5235959050486949  -0.6708366325959023
14,47,[-8.327092646587934, 1.2023806432085347],-5362173433774513307,-5405700579914318550,-5362173433774513307,0.6227763829546404  -0.6708366325959023
14,48,[-8.049628174146521, -0.5105803211930948],-8148429096606288025,2870878641922419228,-4343238004076961939,0.5235959050486949  -0.9500682106946581
14,49,[-7.967625343008925, -0.05458923638470381],6799784034806819696,-4343238004076961939,6799784034806819696,0.6227763829546404  -0.9500682106946581
14,50,[-6.8453832176979414, -5.210713189380452],-4343238004076961939,-4343238004076961939,6799784034806819696,-1.6396942489025026  -0.9500682106946581
14,51,[-6.456466967253242, -7.022410283948247],-7486338864422776318,-307766091517073252,2644424367808716295,-1.6396942489025026  -1.4479713436185007
14,52,[-7.967625343008925, -0.05458923638470381],6799784034806819696,-4343238004076961939,6799784034806819696,0.6227763829546404  -0.9500682106946581
14,53,[-7.2226891676047265, -5.076096043403327],1794713989328213034,1794713989328213034,-2995684560101152722,-0.9659797437040449  -1.3089403150137455
14,54,[-7.904018194459748, -2.285055433012969],-2995684560101152722,1794713989328213034,-2995684560101152722,-0.9659797437040449  -0.6708366325959023
14,55,[-7.626321732792672, -3.5420253126062073],-2234441876594514510,-5377542736940328889,-8148429096606288025,-0.9659797437040449  -0.9500682106946581
14,56,[-7.626321732792672, -3.5420253126062073],-2234441876594514510,-5377542736940328889,-8148429096606288025,-0.9659797437040449  -0.9500682106946581
14,57,[-7.483319484381534, -1.5886599671818231],-571774884345147551,6418376988260832158,-571774884345147551,0.6227763829546404  -1.3089403150137455
14,58,[-7.349547557811384, -2.3222774157608894],7155214116757449212,-5377542736940328889,-8148429096606288025,0.5235959050486949  -1.4479713436185007
14,59,[-7.296107373959504, -1.8662863309524986],-7744031610613689474,6418376988260832158,-4881540592044526744,0.6227763829546404  -1.4479713436185007
14,60,[-7.1135268032550645, -1.8760816606675126],-8168183772202476421,6799784034806819696,-8168183772202476421,0.6227763829546404  -1.5849719664365436
14,61,[-7.483319484381534, -1.5886599671818231],-571774884345147551,6418376988260832158,-571774884345147551,0.6227763829546404  -1.3089403150137455
14,62,[-6.89886729826145, -5.3635177368890155],1244334390105740989,-8168183772202476421,-2995684560101152722,-0.9659797437040449  -1.5849719664365436
14,63,[-8.327092646587934, 1.2023806432085347],-5362173433774513307,-5405700579914318550,-5362173433774513307,0.6227763829546404  -0.6708366325959023
14,64,[-8.049628174146521, -0.5105803211930948],-8148429096606288025,2870878641922419228,-4343238004076961939,0.5235959050486949  -0.9500682106946581
14,65,[-7.204394588648628, -5.070640776388623],-1738439731698712365,4502819727289701005,6799784034806819696,-1.3361251932517204  -0.9500682106946581
14,66,[-7.1135268032550645, -1.8760816606675126],-8168183772202476421,6799784034806819696,-8168183772202476421,0.6227763829546404  -1.5849719664365436
14,67,[-6.916169400815997, -1.917450423021949],2870878641922419228,6418376988260832158,-8148429096606288025,0.5235959050486949  -1.7677002505657082
14,68,[-6.873996588233172, -1.461459338213558],6418376988260832158,6418376988260832158,-571774884345147551,0.6227763829546404  -1.7677002505657082
14,69,[-6.873996588233172, -1.461459338213558],6418376988260832158,6418376988260832158,-571774884345147551,0.6227763829546404  -1.7677002505657082
14,70,[-3.9154082929006737, -0.33294237506113],-1907169637617874655,-5405700579914318550,-8148429096606288025,0.5235959050486949  4.658997866466692
14,71,[-7.967625343008925, -0.05458923638470381],6799784034806819696,-4343238004076961939,6799784034806819696,0.6227763829546404  -0.9500682106946581
14,72,[-3.9059366646197247, 0.12304870974726101],-5405700579914318550,4502819727289701005,6799784034806819696,0.6227763829546404  4.658997866466692
14,73,[-8.486709534032205, 0.5449896479947501],8042974720620263672,8804217404126901884,-5362173433774513307,0.47229761207240184  -0.6708366325959023
14,74,[-7.570632721002351, -2.2460509623956075],-5613370803659922188,1794713989328213034,8232496002141673962,0.47229761207240184  -1.3089403150137455
14,75,[-7.967625343008925, -0.05458923638470381],6799784034806819696,-4343238004076961939,6799784034806819696,0.6227763829546404  -0.9500682106946581
14,76,[-6.456466967253242, -7.022410283948247],-7486338864422776318,-307766091517073252,2644424367808716295,-1.6396942489025026  -1.4479713436185007
14,77,[-7.060121409506986, -5.353722407174002],-5377542736940328889,2090231725600607214,7155214116757449212,-0.9659797437040449  -1.4479713436185007
14,78,[-6.937149538973796, -5.3020505396272],1986278821234432065,8227538280222845435,6799784034806819696,-1.5622660949328857  -0.9500682106946581
14,79,[-7.626321732792672, -3.5420253126062073],-2234441876594514510,-5377542736940328889,-8148429096606288025,-0.9659797437040449  -0.9500682106946581
14,80,[-7.967625343008925, -0.05458923638470381],6799784034806819696,-4343238004076961939,6799784034806819696,0.6227763829546404  -0.9500682106946581
14,81,[-7.684322490629941, -3.27499188199131],-8787278125110522893,-8787278125110522893,6799784034806819696,-0.9120840547830369  -0.9500682106946581
14,82,[-7.296107373959504, -1.8662863309524986],-7744031610613689474,6418376988260832158,-4881540592044526744,0.6227763829546404  -1.4479713436185007
14,83,[-8.434987311889984, 0.7463895584001435],-8909671780112926237,-2995684560101152722,-8148429096606288025,0.5235959050486949  -0.6708366325959023
14,84,[-8.327092646587934, 1.2023806432085347],-5362173433774513307,-5405700579914318550,-5362173433774513307,0.6227763829546404  -0.6708366325959023
14,85,[-6.456466967253242, -7.022410283948247],-7486338864422776318,-307766091517073252,2644424367808716295,-1.6396942489025026  -1.4479713436185007
14,86,[-6.174122868407817, -6.617583291209306],-7372316956273438174,2870878641922419228,-4343238004076961939,-1.6396942489025026  -1.7677002505657082
14,87,[-7.967625343008925, -0.05458923638470381],6799784034806819696,-4343238004076961939,6799784034806819696,0.6227763829546404  -0.9500682106946581
14,88,[-8.680781997238977, 1.2927408900254176],-3823755494411166301,2090231725600607214,7155214116757449212,0.5235959050486949  -0.47562163772008326
14,89,[-6.174122868407817, -6.617583291209306],-7372316956273438174,2870878641922419228,-4343238004076961939,-1.6396942489025026  -1.7677002505657082
14,90,[-6.10193812117095, -5.8529292473549805],-4225389550010764127,-307766091517073252,2644424367808716295,-1.9555760107939957  -1.508673281585018
14,91,[-3.742651975340712, -5.124412593495235],8227538280222845435,1986278821234432065,-5405700579914318550,-1.5622660949328857  4.658997866466692
14,92,[-7.4154813415233045, -3.8136708967953843],4546346873429506248,-4881540592044526744,-5362173433774513307,-1.3361251932517204  -0.6708366325959023
14,93,[-7.296107373959504, -1.8662863309524986],-7744031610613689474,6418376988260832158,-4881540592044526744,0.6227763829546404  -1.4479713436185007
14,94,[-7.060121409506986, -5.353722407174002],-5377542736940328889,2090231725600607214,7155214116757449212,-0.9659797437040449  -1.4479713436185007
14,95,[-6.760444080831125, 4.591280977271362],-2806163278579742432,1794713989328213034,8232496002141673962,-0.9659797437040449  1.7025337354948666
14,96,[-6.717781187090308, -4.6818619838201645],2232029613418184360,-8787278125110522893,8784865861934192743,-0.9120840547830369  -1.7677002505657082
14,97,[-6.683898568116988, -4.948895414435061],8784865861934192743,-5377542736940328889,8784865861934192743,-0.9659797437040449  -1.7677002505657082
14,98,[-3.8019901110431875, -4.774729308769112],-668054126532279966,-7670556269027331548,-1907169637617874655,-1.2937877434927492  4.658997866466692
14,99,[-7.3741067889359355, -2.523677326166283],5661116543781087505,5775138451930425649,-7744031610613689474,0.47229761207240184  -1.4479713436185007
14,100,[-7.349547557811384, -2.3222774157608894],7155214116757449212,-5377542736940328889,-8148429096606288025,0.5235959050486949  -1.4479713436185007
14,101,[-6.873996588233172, -1.461459338213558],6418376988260832158,6418376988260832158,-571774884345147551,0.6227763829546404  -1.7677002505657082
14,102,[-6.419979571583022, -6.477510878217476],2278510604739668225,6418376988260832158,-4881540592044526744,-1.3361251932517204  -1.7677002505657082
14,103,[-3.9059366646197247, 0.12304870974726101],-5405700579914318550,4502819727289701005,6799784034806819696,0.6227763829546404  4.658997866466692
14,104,[-8.434987311889984, 0.7463895584001435],-8909671780112926237,-2995684560101152722,-8148429096606288025,0.5235959050486949  -0.6708366325959023
14,105,[-8.434987311889984, 0.7463895584001435],-8909671780112926237,-2995684560101152722,-8148429096606288025,0.5235959050486949  -0.6708366325959023
14,106,[-6.873996588233172, -1.461459338213558],6418376988260832158,6418376988260832158,-571774884345147551,0.6227763829546404  -1.7677002505657082
14,107,[-7.967625343008925, -0.05458923638470381],6799784034806819696,-4343238004076961939,6799784034806819696,0.6227763829546404  -0.9500682106946581
14,108,[-3.9059366646197247, 0.12304870974726101],-5405700579914318550,4502819727289701005,6799784034806819696,0.6227763829546404  4.658997866466692
14,109,[-8.133180474209198, 0.555561426677927],9004388348514666490,6799784034806819696,9004388348514666490,0.6227763829546404  -0.824366390321897
14,110,[-8.06263524766895, -1.7387041013876945],2090231725600607214,-8814480914578285432,-2234441876594514510,-0.9659797437040449  -0.47562163772008326
14,111,[-7.204394588648628, -5.070640776388623],-1738439731698712365,4502819727289701005,6799784034806819696,-1.3361251932517204  -0.9500682106946581
14,112,[-7.967625343008925, -0.05458923638470381],6799784034806819696,-4343238004076961939,6799784034806819696,0.6227763829546404  -0.9500682106946581
14,113,[-8.133180474209198, 0.555561426677927],9004388348514666490,6799784034806819696,9004388348514666490,0.6227763829546404  -0.824366390321897
14,114,[-7.967625343008925, -0.05458923638470381],6799784034806819696,-4343238004076961939,6799784034806819696,0.6227763829546404  -0.9500682106946581
14,115,[-7.967625343008925, -0.05458923638470381],6799784034806819696,-4343238004076961939,6799784034806819696,0.6227763829546404  -0.9500682106946581
14,116,[-7.296107373959504, -1.8662863309524986],-7744031610613689474,6418376988260832158,-4881540592044526744,0.6227763829546404  -1.4479713436185007
14,117,[-7.060121409506986, -5.353722407174002],-5377542736940328889,2090231725600607214,7155214116757449212,-0.9659797437040449  -1.4479713436185007
14,118,[-8.680781997238977, 1.2927408900254176],-3823755494411166301,2090231725600607214,7155214116757449212,0.5235959050486949  -0.47562163772008326
14,119,[-7.060121409506986, -5.353722407174002],-5377542736940328889,2090231725600607214,7155214116757449212,-0.9659797437040449  -1.4479713436185007
14,120,[-8.434987311889984, 0.7463895584001435],-8909671780112926237,-2995684560101152722,-8148429096606288025,0.5235959050486949  -0.6708366325959023
14,121,[-7.626321732792672, -3.5420253126062073],-2234441876594514510,-5377542736940328889,-8148429096606288025,-0.9659797437040449  -0.9500682106946581
14,122,[-6.7432148655915425, -6.882337870956418],-4881540592044526744,2644424367808716295,4502819727289701005,-1.3361251932517204  -1.4479713436185007
14,123,[-3.6401686924454015, -3.825230488142621],-2019602003582239444,2644424367808716295,4502819727289701005,-1.9555760107939957  4.658997866466692
14,124,[-7.967625343008925, -0.05458923638470381],6799784034806819696,-4343238004076961939,6799784034806819696,0.6227763829546404  -0.9500682106946581
14,125,[-7.967625343008925, -0.05458923638470381],6799784034806819696,-4343238004076961939,6799784034806819696,0.6227763829546404  -0.9500682106946581
14,126,[-8.133180474209198, 0.555561426677927],9004388348514666490,6799784034806819696,9004388348514666490,0.6227763829546404  -0.824366390321897
14,127,[-7.967625343008925, -0.05458923638470381],6799784034806819696,-4343238004076961939,6799784034806819696,0.6227763829546404  -0.9500682106946581
14,128,[-7.626321732792672, -3.5420253126062073],-2234441876594514510,-5377542736940328889,-8148429096606288025,-0.9659797437040449  -0.9500682106946581
14,129,[-7.626321732792672, -3.5420253126062073],-2234441876594514510,-5377542736940328889,-8148429096606288025,-0.9659797437040449  -0.9500682106946581
14,130,[-7.530294470359186, -3.26731956517011],-8814480914578285432,2090231725600607214,-1738439731698712365,-1.3361251932517204  -0.47562163772008326
14,131,[-7.296107373959504, -1.8662863309524986],-7744031610613689474,6418376988260832158,-4881540592044526744,0.6227763829546404  -1.4479713436185007
14,132,[-7.296107373959504, -1.8662863309524986],-7744031610613689474,6418376988260832158,-4881540592044526744,0.6227763829546404  -1.4479713436185007
14,133,[-7.265921940985786, -2.3606411342734894],-4112957184046399338,7155214116757449212,-7611488126342843233,0.5235959050486949  -1.508673281585018
14,134,[-7.349547557811384, -2.3222774157608894],7155214116757449212,-5377542736940328889,-8148429096606288025,0.5235959050486949  -1.4479713436185007
14,135,[-6.916169400815997, -1.917450423021949],2870878641922419228,6418376988260832158,-8148429096606288025,0.5235959050486949  -1.7677002505657082
14,136,[-6.419979571583022, -6.477510878217476],2278510604739668225,6418376988260832158,-4881540592044526744,-1.3361251932517204  -1.7677002505657082
14,137,[-7.296107373959504, -1.8662863309524986],-7744031610613689474,6418376988260832158,-4881540592044526744,0.6227763829546404  -1.4479713436185007
14,138,[-7.204394588648628, -5.070640776388623],-1738439731698712365,4502819727289701005,6799784034806819696,-1.3361251932517204  -0.9500682106946581
14,139,[-7.1135268032550645, -1.8760816606675126],-8168183772202476421,6799784034806819696,-8168183772202476421,0.6227763829546404  -1.5849719664365436
14,140,[-6.8453832176979414, -5.210713189380452],-4343238004076961939,-4343238004076961939,6799784034806819696,-1.6396942489025026  -0.9500682106946581
14,141,[-6.174122868407817, -6.617583291209306],-7372316956273438174,2870878641922419228,-4343238004076961939,-1.6396942489025026  -1.7677002505657082
14,142,[-8.049628174146521, -0.5105803211930948],-8148429096606288025,2870878641922419228,-4343238004076961939,0.5235959050486949  -0.9500682106946581
14,143,[-7.967625343008925, -0.05458923638470381],6799784034806819696,-4343238004076961939,6799784034806819696,0.6227763829546404  -0.9500682106946581
14,144,[-7.967625343008925, -0.05458923638470381],6799784034806819696,-4343238004076961939,6799784034806819696,0.6227763829546404  -0.9500682106946581
14,145,[-7.483319484381534, -1.5886599671818231],-571774884345147551,6418376988260832158,-571774884345147551,0.6227763829546404  -1.3089403150137455
14,146,[-6.873996588233172, -1.461459338213558],6418376988260832158,6418376988260832158,-571774884345147551,0.6227763829546404  -1.7677002505657082
14,147,[-6.873996588233172, -1.461459338213558],6418376988260832158,6418376988260832158,-571774884345147551,0.6227763829546404  -1.7677002505657082
14,148,[-3.9154082929006737, -0.33294237506113],-1907169637617874655,-5405700579914318550,-8148429096606288025,0.5235959050486949  4.658997866466692
14,149,[-3.9059366646197247, 0.12304870974726101],-5405700579914318550,4502819727289701005,6799784034806819696,0.6227763829546404  4.658997866466692
15,0,[-7.626321732792672, -3.5420253126062073],-2234441876594514510,-5377542736940328889,6799784034806819696,-0.9659797437040449  -0.9500682106946581
15,1,[-7.626321732792672, -3.5420253126062073],-2234441876594514510,-5377542736940328889,6799784034806819696,-0.9659797437040449  -0.9500682106946581
15,2,[-8.549393284298286, 1.7487319748338086],-276257148072753371,-3823755494411166301,6799784034806819696,0.6227763829546404  -0.47562163772008326
15,3,[-8.049628174146521, -0.5105803211930948],-8148429096606288025,-3823755494411166301,-2234441876594514510,0.5235959050486949  -0.9500682106946581
15,4,[-7.967625343008925, -0.05458923638470381],6799784034806819696,6418376988260832158,-1738439731698712365,0.6227763829546404  -0.9500682106946581
15,5,[-7.060121409506986, -5.353722407174002],-5377542736940328889,1794713989328213034,-7744031610613689474,-0.9659797437040449  -1.4479713436185007
15,6,[-7.296107373959504, -1.8662863309524986],-7744031610613689474,-5377542736940328889,6799784034806819696,0.6227763829546404  -1.4479713436185007
15,7,[-6.8453832176979414, -5.210713189380452],-4343238004076961939,6799784034806819696,-7372316956273438174,-1.6396942489025026  -0.9500682106946581
15,8,[-7.530294470359186, -3.26731956517011],-8814480914578285432,-3823755494411166301,-1738439731698712365,-1.3361251932517204  -0.47562163772008326
15,9,[-8.049628174146521, -0.5105803211930948],-8148429096606288025,-3823755494411166301,-2234441876594514510,0.5235959050486949  -0.9500682106946581
15,10,[-7.626321732792672, -3.5420253126062073],-2234441876594514510,-5377542736940328889,6799784034806819696,-0.9659797437040449  -0.9500682106946581
15,11,[-7.530294470359186, -3.26731956517011],-8814480914578285432,-3823755494411166301,-1738439731698712365,-1.3361251932517204  -0.47562163772008326
15,12,[-7.296107373959504, -1.8662863309524986],-7744031610613689474,-5377542736940328889,6799784034806819696,0.6227763829546404  -1.4479713436185007
15,13,[-6.873996588233172, -1.461459338213558],6418376988260832158,2870878641922419228,-571774884345147551,0.6227763829546404  -1.7677002505657082
15,14,[-6.8453832176979414, -5.210713189380452],-4343238004076961939,6799784034806819696,-7372316956273438174,-1.6396942489025026  -0.9500682106946581
15,15,[-8.08804930298945, -0.7119802315984882],8804217404126901884,5661116543781087505,6799784034806819696,0.47229761207240184  -0.9500682106946581
15,16,[-7.9736420597302295, -2.0180220023980717],-2502491519982304280,-8787278125110522893,8042974720620263672,-0.9120840547830369  -0.6708366325959023
